	RPL13a1	RPL13a2	Bactine2	BMP4	Crabp2a	Cyp26a1	DeltaC	DeltaD	FGF8a	Her7	Hoxa1a	Hoxb1b	Hoxd4a	Hoxa5a	Notch1a	Rarab
PS1	246444304151.599	157019213428.384	170366397707.787	168872683553.506	158999499564.436	168225954972.479	145480584123.321	161038111922.687	148834610260.073	196609028162.792	128993950299.153	201988367099.105	164376740122.031	164376740122.031	160433602225.89	133155504543.593
